shipment_id,order_id,seller_id,shipping_date,expected_delivery_date,actual_delivery_date,shipping_method,shipping_cost,delivery_status
343,343,2867,2025-02-27,2025-03-03,2025-03-02,Same Day,8.2,Delivered
344,344,3416,2025-03-28,2025-04-01,2025-04-02,Economy,7.38,Delivered
345,345,4783,2024-11-23,2024-11-27,2024-11-29,Economy,24.6,Delivered
346,346,150,2025-12-20,2025-12-26,2025-12-27,Standard,27.99,Delivered
347,347,125,2024-06-17,2024-06-23,2024-06-25,Standard,4.41,Delivered
348,348,724,2024-11-05,2024-11-07,2024-11-10,Standard,10.97,Delivered
349,349,569,2025-12-13,2025-12-16,2025-12-19,Standard,29.68,Delivered
350,350,3788,2024-07-04,2024-07-11,2024-07-14,Express,39.28,Delivered
351,351,1971,2024-09-13,2024-09-19,2024-09-20,Standard,7.14,Delivered
352,352,2497,2025-10-21,2025-10-23,2025-10-25,Standard,32.37,Delivered
353,353,469,2025-03-15,2025-03-21,2025-03-22,Standard,13.95,Delivered
354,354,711,2024-09-24,2024-09-28,2024-10-02,Standard,32.77,Delivered
355,355,2623,2024-03-31,2024-04-02,2024-04-03,Same Day,43.68,In Transit
356,356,437,2024-09-22,2024-09-24,2024-09-23,Same Day,27.04,Delivered
357,357,2010,2024-01-22,2024-01-25,2024-01-29,Standard,36.21,Delivered
358,358,3148,2024-05-09,2024-05-14,2024-05-17,Standard,42.23,Delivered
359,359,1024,2024-07-22,2024-07-29,2024-07-29,Economy,10.89,Delivered
360,360,38,2025-03-07,2025-03-13,2025-03-17,Standard,25.99,Delivered
361,361,1236,2024-08-08,2024-08-14,2024-08-17,Standard,44.0,Delivered
362,362,1013,2024-10-09,2024-10-11,2024-10-11,Economy,37.86,Delivered
363,363,4321,2025-04-26,2025-05-01,2025-05-05,Economy,27.33,In Transit
364,364,2850,2024-07-26,2024-07-29,2024-07-29,Standard,5.27,Delivered
365,365,2707,2025-04-28,2025-05-05,2025-05-07,Standard,34.89,Delivered
366,366,1142,2024-03-11,2024-03-16,2024-03-17,Express,29.84,Delivered
367,367,2280,2025-05-22,2025-05-29,2025-05-29,Standard,25.92,Returned
368,368,1024,2025-10-01,2025-10-04,2025-10-07,Standard,8.96,Delayed
369,369,1788,2024-10-20,2024-10-22,2024-10-26,Standard,2.18,Delivered
370,370,3185,2025-08-17,2025-08-22,2025-08-22,Standard,9.56,Delivered
371,371,1023,2024-02-01,2024-02-08,2024-02-09,Economy,42.95,Delivered
372,372,3755,2025-11-23,2025-11-29,2025-12-02,Express,47.91,Delivered
373,373,3953,2024-10-10,2024-10-16,2024-10-15,Express,15.61,Delayed
374,374,1323,2025-03-09,2025-03-16,2025-03-15,Express,25.04,Delayed
375,375,1359,2025-05-10,2025-05-14,2025-05-16,Same Day,20.93,Delayed
376,376,4446,2024-01-28,2024-01-31,2024-02-03,Standard,19.93,Delivered
377,377,3942,2024-08-15,2024-08-22,2024-08-21,Standard,2.01,Delivered
378,378,1019,2024-12-27,2025-01-03,2025-01-02,Standard,10.3,Delivered
379,379,3271,2025-11-19,2025-11-21,2025-11-23,Standard,5.98,Delivered
380,380,2932,2025-02-27,2025-03-05,2025-03-08,Standard,49.22,Delivered
381,381,1521,2024-06-14,2024-06-20,2024-06-24,Economy,37.34,Returned
382,382,1430,2025-12-16,2025-12-20,2025-12-19,Standard,39.56,Delayed
383,383,773,2024-04-25,2024-05-01,2024-05-04,Standard,2.73,Returned
384,384,1925,2024-11-02,2024-11-07,2024-11-10,Standard,2.31,Delivered
385,385,4520,2025-10-28,2025-10-31,2025-11-03,Express,43.55,Delivered
386,386,3417,2024-05-12,2024-05-18,2024-05-17,Standard,39.81,Delivered
387,387,1351,2024-10-11,2024-10-13,2024-10-16,Express,7.69,In Transit
388,388,2315,2024-04-29,2024-05-03,2024-05-07,Express,13.53,In Transit
389,389,2575,2024-02-14,2024-02-17,2024-02-21,Express,36.54,Delivered
390,390,2507,2025-08-10,2025-08-16,2025-08-16,Standard,23.34,Delivered
391,391,1700,2025-10-20,2025-10-27,2025-10-31,Express,49.1,Delivered
392,392,4202,2025-11-27,2025-12-04,2025-12-07,Standard,43.24,Delivered
393,393,3146,2025-08-11,2025-08-16,2025-08-20,Standard,36.35,Delivered
394,394,435,2024-08-21,2024-08-27,2024-08-30,Express,39.69,Delivered
395,395,1640,2024-08-07,2024-08-11,2024-08-13,Express,28.37,Delivered
396,396,2970,2025-09-03,2025-09-10,2025-09-13,Standard,9.11,Delivered
397,397,4661,2025-03-15,2025-03-20,2025-03-22,Standard,4.93,Delivered
398,398,2736,2025-09-14,2025-09-17,2025-09-21,Standard,12.55,Delivered
399,399,373,2025-12-11,2025-12-15,2025-12-15,Standard,18.7,Returned
400,400,4406,2024-07-30,2024-08-02,2024-08-06,Express,21.53,Delivered
401,401,4802,2024-05-02,2024-05-05,2024-05-04,Express,6.9,Delivered
402,402,2989,2024-01-30,2024-02-01,2024-01-31,Standard,28.06,Delivered
403,403,1536,2025-02-14,2025-02-17,2025-02-18,Economy,13.41,Delivered
404,404,1157,2024-07-07,2024-07-13,2024-07-14,Economy,29.79,In Transit
405,405,4294,2024-01-18,2024-01-24,2024-01-27,Standard,49.1,Delivered
406,406,2917,2025-03-31,2025-04-02,2025-04-04,Express,47.65,Delivered
407,407,1845,2024-06-30,2024-07-02,2024-07-05,Standard,47.32,Delivered
408,408,560,2024-12-20,2024-12-24,2024-12-24,Standard,34.9,Delivered
409,409,985,2025-12-29,2025-12-31,2026-01-04,Express,20.2,Returned
410,410,4387,2024-05-11,2024-05-13,2024-05-12,Same Day,16.51,Delivered
411,411,1373,2024-05-19,2024-05-21,2024-05-23,Standard,45.83,Delivered
412,412,4914,2025-03-09,2025-03-11,2025-03-11,Express,43.31,Delivered
413,413,297,2024-08-13,2024-08-17,2024-08-17,Standard,34.7,Delivered
414,414,4505,2024-05-12,2024-05-18,2024-05-20,Standard,4.96,Returned
415,415,4828,2025-01-15,2025-01-19,2025-01-21,Standard,37.18,Delivered
416,416,825,2024-04-12,2024-04-18,2024-04-21,Standard,22.62,Delivered
417,417,1774,2024-07-27,2024-08-03,2024-08-06,Economy,6.93,Returned
418,418,474,2025-09-20,2025-09-27,2025-09-30,Economy,48.47,Delivered
419,419,4050,2024-09-27,2024-09-30,2024-09-29,Standard,4.48,In Transit
420,420,1003,2024-12-20,2024-12-22,2024-12-23,Standard,6.7,Delivered
421,421,329,2024-02-14,2024-02-21,2024-02-23,Standard,20.17,Delivered
422,422,3793,2025-09-28,2025-10-04,2025-10-07,Economy,23.2,Delivered
423,423,1072,2025-10-27,2025-11-03,2025-11-05,Express,8.27,Delivered
424,424,2494,2024-05-05,2024-05-11,2024-05-11,Same Day,42.36,Delivered
425,425,783,2024-10-06,2024-10-10,2024-10-12,Economy,5.16,Delivered
426,426,3413,2025-07-21,2025-07-26,2025-07-28,Standard,28.39,Delivered
427,427,3081,2024-09-16,2024-09-20,2024-09-23,Economy,22.19,Delivered
428,428,563,2025-10-25,2025-10-29,2025-10-28,Standard,23.98,Delivered
429,429,3098,2024-07-05,2024-07-09,2024-07-11,Same Day,6.46,Delayed
430,430,3607,2024-05-26,2024-05-28,2024-05-30,Express,7.8,Delivered
431,431,4157,2025-07-18,2025-07-20,2025-07-23,Economy,30.19,Delivered
432,432,4363,2025-10-29,2025-11-02,2025-11-06,Standard,10.38,Delivered
433,433,1729,2024-07-26,2024-07-30,2024-08-03,Economy,15.19,In Transit
434,434,2749,2024-03-26,2024-03-28,2024-03-30,Standard,19.3,Delivered
435,435,659,2025-07-22,2025-07-28,2025-07-28,Standard,49.85,Delivered
436,436,4557,2025-06-10,2025-06-12,2025-06-11,Standard,19.77,Delivered
437,437,2698,2025-06-01,2025-06-05,2025-06-06,Express,10.93,Delivered
438,438,1961,2024-08-04,2024-08-09,2024-08-13,Standard,22.5,Delivered
439,439,2868,2024-07-18,2024-07-24,2024-07-28,Standard,44.08,In Transit
440,440,3941,2025-12-08,2025-12-13,2025-12-15,Standard,33.73,Delivered
441,441,3291,2025-09-15,2025-09-22,2025-09-25,Express,44.28,Delivered
442,442,2537,2025-10-19,2025-10-23,2025-10-26,Express,13.21,Delivered
443,443,4976,2024-10-22,2024-10-28,2024-10-29,Standard,7.84,Delivered
444,444,2174,2025-04-15,2025-04-18,2025-04-19,Standard,11.83,Delivered
445,445,521,2025-08-07,2025-08-09,2025-08-08,Standard,37.13,Delivered
446,446,3592,2025-10-02,2025-10-07,2025-10-11,Standard,28.95,Delivered
447,447,1996,2025-05-31,2025-06-07,2025-06-08,Standard,44.19,Delayed
448,448,4505,2024-08-10,2024-08-14,2024-08-13,Economy,47.97,Delivered
449,449,4583,2025-07-24,2025-07-30,2025-08-01,Economy,40.47,Delivered
450,450,4780,2024-04-06,2024-04-10,2024-04-14,Express,35.63,Delivered
451,451,3002,2024-02-09,2024-02-13,2024-02-15,Standard,38.25,Delivered
452,452,748,2025-01-15,2025-01-20,2025-01-20,Economy,29.41,Returned
453,453,1138,2024-02-11,2024-02-13,2024-02-16,Standard,19.74,Delivered
454,454,134,2024-11-16,2024-11-21,2024-11-24,Standard,19.14,In Transit
455,455,407,2024-05-27,2024-06-01,2024-06-01,Standard,49.25,Delivered
456,456,45,2024-06-14,2024-06-16,2024-06-19,Express,48.23,Delayed
457,457,4940,2024-07-25,2024-07-28,2024-07-31,Standard,34.09,In Transit
458,458,1628,2024-03-12,2024-03-16,2024-03-17,Standard,28.89,In Transit
459,459,1822,2025-04-22,2025-04-27,2025-04-29,Standard,22.58,Delayed
460,460,4006,2025-02-21,2025-02-28,2025-03-04,Economy,29.58,Delivered
461,461,1121,2024-06-21,2024-06-26,2024-06-25,Standard,42.41,Delivered
462,462,160,2024-05-25,2024-05-29,2024-05-28,Express,48.3,Delivered
463,463,3487,2024-02-10,2024-02-14,2024-02-13,Express,47.8,Delivered
464,464,1038,2025-02-15,2025-02-20,2025-02-20,Standard,43.03,Delivered
465,465,1610,2025-05-01,2025-05-05,2025-05-09,Economy,10.53,Delayed
466,466,3759,2025-09-07,2025-09-14,2025-09-15,Express,14.29,Delivered
467,467,2296,2024-02-28,2024-03-02,2024-03-03,Express,22.03,Delivered
468,468,3500,2024-08-28,2024-09-01,2024-09-01,Standard,15.35,Delivered
469,469,220,2024-06-25,2024-07-02,2024-07-03,Standard,40.44,Delivered
470,470,3842,2024-04-30,2024-05-04,2024-05-07,Standard,5.94,Delivered
471,471,4315,2024-05-19,2024-05-23,2024-05-27,Standard,30.18,Delivered
472,472,4421,2024-08-04,2024-08-06,2024-08-10,Standard,18.82,Delivered
473,473,702,2024-09-16,2024-09-23,2024-09-25,Standard,11.28,Delivered
474,474,4287,2024-12-29,2025-01-01,2025-01-02,Standard,35.01,Delivered
475,475,671,2024-05-01,2024-05-08,2024-05-07,Express,4.0,Delivered
476,476,1669,2024-11-27,2024-12-03,2024-12-06,Standard,36.74,Delivered
477,477,2090,2025-04-07,2025-04-10,2025-04-11,Standard,17.05,Delivered
478,478,295,2024-03-11,2024-03-14,2024-03-17,Standard,11.63,Delivered
479,479,2528,2024-08-20,2024-08-23,2024-08-27,Express,10.49,Delivered
480,480,3913,2024-05-08,2024-05-14,2024-05-17,Standard,27.61,Delivered
481,481,1495,2024-06-07,2024-06-11,2024-06-12,Standard,14.55,Delivered
482,482,1278,2025-04-18,2025-04-24,2025-04-23,Standard,46.39,Delivered
483,483,2873,2025-04-16,2025-04-22,2025-04-26,Standard,7.99,Delivered
484,484,480,2025-02-28,2025-03-05,2025-03-09,Standard,31.4,Delivered
485,485,3539,2024-07-06,2024-07-13,2024-07-16,Standard,28.05,Delivered
486,486,1718,2025-06-02,2025-06-08,2025-06-09,Standard,35.26,Delivered
487,487,465,2024-08-31,2024-09-05,2024-09-07,Same Day,11.92,Delayed
488,488,3341,2024-10-07,2024-10-11,2024-10-10,Economy,6.09,Delivered
489,489,3816,2024-07-30,2024-08-01,2024-08-05,Standard,44.86,Delivered
490,490,2716,2024-03-06,2024-03-10,2024-03-13,Standard,34.9,Delivered
491,491,4765,2025-01-27,2025-01-29,2025-01-28,Standard,7.43,Delivered
492,492,4405,2025-04-09,2025-04-16,2025-04-15,Express,48.83,Delivered
493,493,127,2024-03-11,2024-03-16,2024-03-15,Economy,5.86,Delivered
494,494,3431,2024-08-08,2024-08-13,2024-08-16,Economy,47.84,Delivered
495,495,510,2025-06-02,2025-06-05,2025-06-05,Express,37.16,Delivered
496,496,2290,2025-04-20,2025-04-26,2025-04-25,Express,8.07,Delivered
497,497,2772,2025-08-25,2025-09-01,2025-08-31,Standard,18.51,Delivered
498,498,4753,2024-12-23,2024-12-28,2024-12-30,Standard,46.86,Returned
499,499,4106,2025-07-10,2025-07-16,2025-07-20,Standard,17.16,Delivered
500,500,4858,2025-08-08,2025-08-15,2025-08-18,Standard,25.09,Delivered
501,501,2209,2025-02-19,2025-02-26,2025-03-01,Express,41.33,Delivered
502,502,4663,2025-12-02,2025-12-05,2025-12-05,Same Day,10.88,Delivered
503,503,2533,2025-08-08,2025-08-14,2025-08-18,Express,13.55,Delivered
504,504,4510,2025-02-03,2025-02-07,2025-02-06,Express,36.84,Delivered
505,505,2251,2025-12-10,2025-12-14,2025-12-16,Express,34.86,In Transit
506,506,1461,2024-06-11,2024-06-15,2024-06-19,Standard,47.22,Delayed
507,507,3004,2025-08-27,2025-08-30,2025-09-01,Standard,40.01,Delivered
508,508,147,2025-11-17,2025-11-23,2025-11-22,Standard,33.3,Delayed
509,509,2190,2024-06-13,2024-06-19,2024-06-18,Standard,39.71,Delivered
510,510,3004,2024-06-16,2024-06-20,2024-06-19,Standard,12.47,Delivered
511,511,2711,2025-05-04,2025-05-08,2025-05-10,Standard,7.23,Delivered
512,512,3624,2024-09-20,2024-09-22,2024-09-23,Express,29.21,Delivered
513,513,985,2025-05-27,2025-06-02,2025-06-05,Standard,39.19,Delivered
514,514,1141,2024-08-22,2024-08-27,2024-08-27,Express,36.62,Delivered
515,515,358,2024-08-14,2024-08-16,2024-08-18,Economy,14.21,Delivered
516,516,1738,2025-09-22,2025-09-29,2025-10-02,Standard,7.49,Delivered
517,517,3928,2024-09-13,2024-09-16,2024-09-17,Express,5.92,Delivered
518,518,1343,2024-09-13,2024-09-19,2024-09-20,Economy,49.43,Delivered
519,519,109,2024-04-17,2024-04-21,2024-04-23,Standard,24.8,Delivered
520,520,3519,2024-04-07,2024-04-09,2024-04-09,Economy,44.51,Delivered
521,521,404,2024-06-04,2024-06-11,2024-06-12,Standard,40.72,Delivered
522,522,4887,2024-04-04,2024-04-06,2024-04-07,Economy,11.44,Delivered
523,523,4098,2025-09-26,2025-10-02,2025-10-05,Economy,23.01,Delivered
524,524,1635,2025-09-20,2025-09-24,2025-09-27,Standard,29.65,In Transit
525,525,3085,2025-11-13,2025-11-15,2025-11-17,Express,38.66,Delivered
526,526,878,2024-10-22,2024-10-29,2024-11-02,Same Day,30.86,Delivered
527,527,401,2024-02-07,2024-02-12,2024-02-14,Standard,20.64,Returned
528,528,3231,2025-05-01,2025-05-04,2025-05-06,Express,12.3,Delivered
529,529,3742,2025-06-17,2025-06-23,2025-06-24,Standard,44.36,Delivered
530,530,4984,2024-11-19,2024-11-25,2024-11-29,Standard,29.95,Delivered
531,531,3501,2024-04-20,2024-04-23,2024-04-27,Express,15.61,In Transit
532,532,3908,2025-03-14,2025-03-18,2025-03-20,Same Day,12.51,Delivered
533,533,2896,2025-06-30,2025-07-05,2025-07-08,Economy,7.18,Delivered
534,534,4088,2024-06-13,2024-06-20,2024-06-20,Express,49.04,In Transit
535,535,430,2024-12-18,2024-12-21,2024-12-24,Standard,33.78,Delivered
536,536,2816,2025-08-07,2025-08-13,2025-08-14,Express,3.69,Returned
537,537,801,2024-11-12,2024-11-15,2024-11-17,Standard,15.02,Delivered
538,538,1741,2024-04-28,2024-05-02,2024-05-05,Economy,36.59,Delivered
539,539,3401,2024-07-13,2024-07-19,2024-07-19,Standard,33.62,Delivered
540,540,32,2025-01-18,2025-01-24,2025-01-23,Express,11.71,Delivered
541,541,2521,2024-05-07,2024-05-13,2024-05-12,Standard,15.9,Delivered
542,542,4374,2025-08-30,2025-09-01,2025-09-03,Standard,20.8,Delivered
543,543,1029,2024-03-08,2024-03-15,2024-03-19,Express,18.08,Delivered
544,544,4673,2024-08-23,2024-08-25,2024-08-26,Standard,30.92,Delivered
545,545,877,2024-08-10,2024-08-13,2024-08-17,Standard,17.5,Delayed
546,546,3348,2025-06-09,2025-06-15,2025-06-15,Express,38.24,Delivered
547,547,325,2024-03-10,2024-03-17,2024-03-16,Economy,14.38,Delivered
548,548,4840,2024-11-25,2024-11-30,2024-12-02,Standard,26.72,Returned
549,549,3740,2024-01-05,2024-01-08,2024-01-11,Express,39.73,Delivered
550,550,1208,2024-10-22,2024-10-25,2024-10-24,Economy,34.26,Delivered
551,551,3450,2024-07-13,2024-07-18,2024-07-17,Standard,22.3,Delivered
552,552,1515,2024-01-15,2024-01-17,2024-01-19,Standard,30.34,Delivered
553,553,3573,2024-09-13,2024-09-18,2024-09-18,Express,11.37,Delivered
554,554,673,2024-01-20,2024-01-22,2024-01-23,Express,23.22,In Transit
555,555,4623,2024-07-01,2024-07-08,2024-07-09,Standard,33.3,Delivered
556,556,2278,2025-03-03,2025-03-08,2025-03-10,Same Day,45.33,In Transit
557,557,1626,2024-02-16,2024-02-19,2024-02-19,Same Day,42.94,Delivered
558,558,4628,2025-06-21,2025-06-27,2025-06-27,Standard,48.68,Delivered
559,559,2951,2024-05-18,2024-05-24,2024-05-23,Standard,35.33,Delivered
560,560,1894,2024-12-07,2024-12-13,2024-12-17,Express,31.83,Delayed
561,561,2895,2024-09-23,2024-09-30,2024-09-30,Standard,49.7,Delivered
562,562,3721,2025-05-19,2025-05-26,2025-05-30,Economy,18.18,Delayed
563,563,3633,2024-08-24,2024-08-28,2024-09-01,Standard,43.54,Delivered
564,564,3311,2024-10-09,2024-10-16,2024-10-17,Economy,43.61,Delivered
565,565,3403,2025-11-28,2025-12-04,2025-12-05,Standard,13.44,Delivered
566,566,366,2024-04-08,2024-04-14,2024-04-17,Same Day,16.91,Delivered
567,567,408,2025-06-17,2025-06-23,2025-06-24,Standard,39.42,Delivered
568,568,2653,2024-07-05,2024-07-10,2024-07-10,Standard,6.04,In Transit
569,569,3082,2024-07-06,2024-07-10,2024-07-10,Standard,26.41,Delivered
570,570,4408,2024-03-11,2024-03-18,2024-03-22,Express,4.84,Delayed
571,571,2835,2025-06-17,2025-06-22,2025-06-24,Express,17.73,Delivered
572,572,4720,2024-09-16,2024-09-19,2024-09-21,Economy,40.4,Delivered
573,573,1943,2025-06-07,2025-06-10,2025-06-13,Standard,18.05,Delivered
574,574,1765,2024-08-22,2024-08-28,2024-08-28,Standard,48.75,Delayed
575,575,2436,2025-03-12,2025-03-19,2025-03-23,Standard,18.46,Delivered
576,576,2870,2024-07-13,2024-07-20,2024-07-19,Express,38.11,Delivered
577,577,54,2025-12-10,2025-12-12,2025-12-11,Standard,29.22,Delivered
578,578,1110,2024-08-28,2024-09-02,2024-09-06,Economy,27.2,Delayed
579,579,1273,2024-06-01,2024-06-05,2024-06-08,Express,5.01,Delivered
580,580,3424,2024-03-17,2024-03-22,2024-03-23,Standard,25.6,Delivered
581,581,3685,2025-01-08,2025-01-14,2025-01-17,Express,5.39,Delivered
582,582,958,2024-04-15,2024-04-22,2024-04-21,Standard,22.53,Delivered
583,583,3261,2025-04-25,2025-04-27,2025-04-26,Express,9.69,Delivered
584,584,833,2024-01-20,2024-01-24,2024-01-24,Economy,42.46,Delivered
585,585,2070,2024-09-14,2024-09-21,2024-09-21,Same Day,15.54,Delivered
586,586,3697,2024-01-16,2024-01-18,2024-01-20,Standard,4.77,Delivered
587,587,3663,2025-06-19,2025-06-26,2025-06-27,Economy,45.01,Delivered
588,588,1329,2024-12-28,2024-12-31,2025-01-01,Standard,34.38,Delivered
589,589,2645,2025-07-05,2025-07-11,2025-07-12,Standard,15.11,Delivered
590,590,3700,2025-08-16,2025-08-19,2025-08-18,Standard,9.93,Delivered
591,591,2041,2025-06-01,2025-06-04,2025-06-03,Standard,4.08,Delivered
592,592,4276,2025-07-06,2025-07-08,2025-07-09,Standard,11.66,Delayed
593,593,1387,2024-03-23,2024-03-26,2024-03-27,Standard,46.05,Delivered
594,594,4900,2025-09-05,2025-09-10,2025-09-13,Standard,15.38,Returned
595,595,1706,2025-09-29,2025-10-04,2025-10-03,Express,32.23,Delivered
596,596,39,2025-08-28,2025-09-02,2025-09-05,Express,21.61,Delivered
597,597,212,2024-08-07,2024-08-11,2024-08-14,Standard,7.38,Delivered
598,598,3645,2025-08-05,2025-08-11,2025-08-12,Economy,34.14,Delivered
599,599,951,2025-06-30,2025-07-03,2025-07-05,Standard,41.02,Delivered
600,600,709,2024-05-31,2024-06-04,2024-06-07,Express,31.26,Delivered
601,601,3537,2024-10-15,2024-10-19,2024-10-19,Standard,23.89,Delivered
602,602,1196,2025-01-23,2025-01-26,2025-01-26,Standard,9.81,Delayed
603,603,3018,2024-06-09,2024-06-12,2024-06-12,Standard,4.62,Delivered
604,604,2098,2024-12-05,2024-12-11,2024-12-15,Express,33.77,Delivered
605,605,2454,2024-11-21,2024-11-28,2024-11-27,Standard,10.63,In Transit
606,606,3050,2024-05-12,2024-05-18,2024-05-17,Standard,21.09,Delivered
607,607,2431,2024-09-27,2024-09-30,2024-10-01,Economy,47.4,Delivered
608,608,1292,2025-05-26,2025-05-31,2025-06-02,Express,4.51,Delivered
609,609,3796,2025-08-15,2025-08-18,2025-08-20,Express,15.51,Delivered
610,610,2368,2025-04-14,2025-04-20,2025-04-19,Standard,47.81,Delivered
611,611,714,2024-01-27,2024-01-30,2024-01-31,Standard,40.0,Delayed
612,612,4135,2024-07-19,2024-07-21,2024-07-25,Economy,21.27,Delivered
613,613,231,2025-04-08,2025-04-10,2025-04-09,Express,46.83,Delivered
614,614,4169,2025-07-16,2025-07-19,2025-07-23,Standard,4.37,Delayed
615,615,746,2025-11-20,2025-11-27,2025-11-26,Express,37.99,Delivered
616,616,3579,2025-10-08,2025-10-11,2025-10-14,Economy,39.73,Delivered
617,617,4996,2024-01-10,2024-01-12,2024-01-15,Standard,49.37,Delivered
618,618,3175,2024-08-19,2024-08-25,2024-08-24,Standard,2.83,Delivered
619,619,1871,2025-01-01,2025-01-03,2025-01-07,Standard,8.5,Delivered
620,620,1000,2025-07-08,2025-07-14,2025-07-14,Economy,30.42,Delivered
621,621,3286,2024-03-06,2024-03-12,2024-03-12,Standard,30.78,Delayed
622,622,2922,2024-01-05,2024-01-10,2024-01-10,Express,14.09,In Transit
623,623,4098,2024-03-22,2024-03-27,2024-03-27,Economy,28.88,Delivered
624,624,2799,2024-10-10,2024-10-15,2024-10-14,Standard,34.62,Delivered
625,625,1830,2025-05-10,2025-05-15,2025-05-16,Standard,27.02,Delivered
626,626,272,2025-05-02,2025-05-04,2025-05-05,Standard,4.47,Delayed
627,627,1134,2024-01-05,2024-01-08,2024-01-10,Express,16.03,Delivered
628,628,4802,2024-03-07,2024-03-11,2024-03-15,Standard,46.24,Delivered
629,629,2813,2025-02-24,2025-03-02,2025-03-04,Standard,19.08,Delivered
630,630,4185,2025-03-18,2025-03-20,2025-03-21,Economy,39.03,Delivered
631,631,547,2024-10-29,2024-11-01,2024-11-03,Standard,31.51,In Transit
632,632,730,2025-03-08,2025-03-12,2025-03-12,Standard,46.65,Delivered
633,633,2929,2025-09-28,2025-10-02,2025-10-02,Express,29.81,Delayed
634,634,1029,2024-10-29,2024-11-03,2024-11-07,Express,40.42,Delivered
635,635,3607,2024-12-09,2024-12-16,2024-12-17,Express,33.03,Delivered
636,636,1345,2025-05-30,2025-06-05,2025-06-08,Standard,47.94,Delayed
637,637,2807,2024-05-08,2024-05-13,2024-05-13,Standard,5.67,Delivered
638,638,2359,2025-04-04,2025-04-10,2025-04-11,Standard,29.2,Returned
639,639,1050,2025-04-04,2025-04-07,2025-04-09,Standard,32.09,Delivered
640,640,3436,2025-03-28,2025-03-31,2025-03-30,Express,17.43,Delivered
641,641,4327,2024-08-15,2024-08-17,2024-08-21,Standard,3.63,Delivered
642,642,4674,2025-11-14,2025-11-17,2025-11-18,Economy,20.86,Delivered
643,643,1083,2024-03-04,2024-03-10,2024-03-10,Standard,12.66,Delivered
644,644,3038,2025-11-26,2025-11-30,2025-12-04,Same Day,36.52,Delivered
645,645,1386,2025-06-11,2025-06-16,2025-06-18,Economy,48.04,Delivered
